establecimientocodigo,establecimientoglosa,regioncodigo,regionglosa,comunacodigo,comunaglosa,serviciosaludcodigo,serviciosaludglosa,tipoestablecimiento,dependenciaadministrativa,nivelatencion,tipourgencia,latitud,longitud,nivelcomplejidad,anio,semanaestadistica,ordencausa,causa,numtotal,nummenor1anio,num1a4anios,num5a14anios,num15a64anios,num65omas,fechaatenciontexto,sexopaciente,prioridadtriage,costoatencionclp
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,20,5,insuficiencia respiratoria aguda,218,6,10,15,77,110,2023-05-15,M,C3,79170.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,20,6,covid-19 sospecha/confirmada,277,15,30,52,140,40,2023-05-15,F,C5,64448.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,20,1,influenza y neumonia,117,12,19,15,51,20,2023-05-15,F,C3,81486.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,20,2,infeccion respiratoria aguda alta,111,11,10,16,54,20,2023-05-15,M,C5,107384.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,20,3,bronquitis/bronquiolitis aguda,248,64,61,51,55,17,2023-05-15,M,C3,97180.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,20,4,crisis asmática,244,14,27,55,127,21,2023-05-15,F,C3,106682.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,20,5,insuficiencia respiratoria aguda,133,1,4,13,47,68,2023-05-15,M,C2,90671.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,20,6,covid-19 sospecha/confirmada,154,14,14,35,71,20,2023-05-15,F,C2,141405.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,21,1,influenza y neumonia,229,18,28,26,94,63,2023-05-22,M,C1,90037.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,21,2,infeccion respiratoria aguda alta,191,14,22,35,89,31,2023-05-22,F,C2,153744.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,21,3,bronquitis/bronquiolitis aguda,294,76,75,63,66,14,2023-05-22,F,C2,86713.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,21,4,crisis asmática,163,0,27,48,77,11,2023-05-22,M,C2,129917.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,21,5,insuficiencia respiratoria aguda,80,3,2,4,24,47,2023-05-22,M,C3,100985.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,21,6,covid-19 sospecha/confirmada,194,15,26,40,73,40,2023-05-22,F,C3,99239.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,21,1,influenza y neumonia,137,14,12,18,67,26,2023-05-22,F,C5,147460.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,21,2,infeccion respiratoria aguda alta,104,9,12,30,40,13,2023-05-22,F,C3,98145.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,21,3,bronquitis/bronquiolitis aguda,270,80,68,58,47,17,2023-05-22,M,C3,144708.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,21,4,crisis asmática,277,19,26,99,109,24,2023-05-22,M,C3,87867.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,21,5,insuficiencia respiratoria aguda,192,4,7,13,79,89,2023-05-22,F,C5,118424.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,21,6,covid-19 sospecha/confirmada,315,20,43,69,145,38,2023-05-22,F,C1,105484.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,21,1,influenza y neumonia,271,17,27,33,130,64,2023-05-22,F,C2,91488.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,21,2,infeccion respiratoria aguda alta,68,7,11,10,32,8,2023-05-22,M,C1,125893.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,21,3,bronquitis/bronquiolitis aguda,180,54,53,28,36,9,2023-05-22,F,C2,106658.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,21,4,crisis asmática,137,4,15,48,59,11,2023-05-22,M,C2,66768.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,21,5,insuficiencia respiratoria aguda,235,10,6,18,86,115,2023-05-22,F,C1,133787.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),0.0,-70.7766,baja complejidad,2023,21,1,influenza y neumonia,190,15,22,30,70,53,2023-05-22,M,C2,82946.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,21,2,infeccion respiratoria aguda alta,71,4,6,16,31,14,2023-05-22,M,C5,88973.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,21,3,bronquitis/bronquiolitis aguda,256,91,55,44,54,12,2023-05-22,F,C3,117259.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,21,4,crisis asmática,205,7,31,57,98,12,2023-05-22,M,C2,76209.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,21,5,insuficiencia respiratoria aguda,139,2,4,10,50,73,2023-05-22,F,C4,114283.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,21,6,covid-19 sospecha/confirmada,158,4,20,33,70,31,2023-05-22,M,C2,98708.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,21,1,influenza y neumonia,321,28,33,50,133,77,2023-05-22,F,C2,148737.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,21,2,infeccion respiratoria aguda alta,99,6,14,18,40,21,2023-05-22,F,C2,80005.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,21,3,bronquitis/bronquiolitis aguda,319,94,88,60,57,20,2023-05-22,M,C4,66769.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,21,4,crisis asmática,198,13,19,58,90,18,2023-05-22,M,C3,115958.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,21,5,insuficiencia respiratoria aguda,288,7,14,27,110,130,2023-05-22,F,C1,94400.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,21,6,covid-19 sospecha/confirmada,87,3,10,19,42,13,2023-05-22,M,C4,112044.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,22,1,influenza y neumonia,331,30,32,39,131,99,2023-05-29,M,C4,136855.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,22,2,infeccion respiratoria aguda alta,65,4,8,17,27,9,2023-05-29,M,C3,72425.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,22,3,bronquitis/bronquiolitis aguda,107,26,20,23,32,6,2023-05-29,F,C5,151044.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,22,4,crisis asmática,202,13,24,52,92,21,2023-05-29,F,C5,48370.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,22,5,insuficiencia respiratoria aguda,84,2,2,10,29,41,2023-05-29,M,C4,53557.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,22,6,covid-19 sospecha/confirmada,275,14,34,53,131,43,2023-05-29,M,C3,108274.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,22,1,influenza y neumonia,284,25,25,30,123,81,2023-05-29,M,C4,99041.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,22,2,infeccion respiratoria aguda alta,273,15,37,56,135,30,2023-05-29,F,C2,74510.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,22,3,bronquitis/bronquiolitis aguda,131,42,30,27,29,3,2023-05-29,F,C5,126540.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,22,4,crisis asmática,244,12,22,67,114,29,2023-05-29,F,C3,54536.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,22,5,insuficiencia respiratoria aguda,262,8,8,20,88,138,2023-05-29,M,C2,157334.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,22,6,covid-19 sospecha/confirmada,218,14,23,40,119,22,2023-05-29,F,C5,81126.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,22,1,influenza y neumonia,112,10,10,13,49,30,2023-05-29,F,C4,152200.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,22,2,infeccion respiratoria aguda alta,107,4,18,20,51,14,2023-05-29,M,C1,75390.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,22,3,bronquitis/bronquiolitis aguda,116,35,19,25,29,8,2023-05-29,F,C4,125986.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,22,4,crisis asmática,110,3,20,29,47,11,2023-05-29,F,C3,111399.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,22,5,insuficiencia respiratoria aguda,204,8,10,13,81,92,2023-05-29,F,C4,78575.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,22,6,covid-19 sospecha/confirmada,154,11,21,27,77,18,2023-05-29,F,C4,64999.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,22,1,influenza y neumonia,157,10,15,15,69,48,2023-05-29,F,C4,112212.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,22,2,infeccion respiratoria aguda alta,116,5,17,31,41,22,2023-05-29,F,C2,114387.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,22,3,bronquitis/bronquiolitis aguda,68,22,16,12,14,4,2023-05-29,M,C4,62516.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,22,4,crisis asmática,127,4,11,31,70,11,2023-05-29,M,C4,107466.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,22,5,insuficiencia respiratoria aguda,205,4,7,18,66,110,2023-05-29,M,C4,78227.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,22,6,covid-19 sospecha/confirmada,196,19,26,40,85,26,2023-05-29,M,C4,95534.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,22,1,influenza y neumonia,245,22,28,32,106,57,2023-05-29,M,C5,50620.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,22,2,infeccion respiratoria aguda alta,242,15,25,47,123,32,2023-05-29,F,C3,79887.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,22,3,bronquitis/bronquiolitis aguda,109,29,27,29,18,6,2023-05-29,M,C4,151349.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,22,4,crisis asmática,144,6,9,48,72,9,2023-05-29,M,C4,59127.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,22,5,insuficiencia respiratoria aguda,79,2,5,3,35,34,2023-05-29,M,C3,119948.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,22,6,covid-19 sospecha/confirmada,225,15,27,53,98,32,2023-05-29,F,C5,89701.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,23,1,influenza y neumonia,279,16,27,43,123,70,2023-06-05,F,C3,101750.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,23,2,infeccion respiratoria aguda alta,79,8,7,22,34,8,2023-06-05,M,C2,188054.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,23,3,bronquitis/bronquiolitis aguda,279,84,66,54,62,13,2023-06-05,M,C2,130167.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,23,4,crisis asmática,240,11,28,63,107,31,2023-05-06,M,C3,50309.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,23,5,insuficiencia respiratoria aguda,223,6,10,15,92,100,2023-05-06,F,C3,58991.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,23,6,covid-19 sospecha/confirmada,332,15,40,72,168,37,2023-06-05,F,C3,99042.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,23,1,influenza y neumonia,292,24,28,30,144,66,2023-06-05,M,C5,101323.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,23,2,infeccion respiratoria aguda alta,120,11,12,20,62,15,2023-05-06,M,C3,67774.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,23,3,bronquitis/bronquiolitis aguda,270,90,71,41,58,10,2023-06-05,M,C1,135820.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,23,4,crisis asmática,268,8,29,83,129,19,2023-05-06,F,C3,92342.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,sin información,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,23,5,insuficiencia respiratoria aguda,70,4,2,4,26,34,2023-06-05,F,C3,60520.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,23,6,covid-19 sospecha/confirmada,217,16,27,44,90,40,2023-06-05,F,C5,129943.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,23,1,influenza y neumonia,97,6,10,12,37,32,2023-06-05,M,C4,84226.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,23,2,infeccion respiratoria aguda alta,72,4,18,8,31,11,2023-05-06,M,C3,107735.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,23,3,bronquitis/bronquiolitis aguda,118,32,36,18,22,10,2023-06-05,F,C1,135563.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,23,4,crisis asmática,192,8,21,67,78,18,2023-05-06,M,C3,95785.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,23,5,insuficiencia respiratoria aguda,103,0,3,7,45,48,2023-06-05,M,C3,139092.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,23,6,covid-19 sospecha/confirmada,107,5,13,24,49,16,2023-05-06,M,C2,48841.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,23,1,influenza y neumonia,141,15,17,10,59,40,2023-05-06,M,C1,105147.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,23,2,infeccion respiratoria aguda alta,85,5,13,14,42,11,2023-06-05,F,C3,134962.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,23,3,bronquitis/bronquiolitis aguda,260,80,58,50,54,18,2023-06-05,M,C4,94061.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,23,4,crisis asmática,138,6,12,40,64,16,2023-06-05,M,C4,106087.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,23,5,insuficiencia respiratoria aguda,100,4,6,6,36,48,2023-06-05,M,C3,129419.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,23,6,covid-19 sospecha/confirmada,156,13,12,30,78,23,2023-06-05,F,C3,113175.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,23,1,influenza y neumonia,245,16,22,38,111,58,2023-05-06,M,C2,101659.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,23,2,infeccion respiratoria aguda alta,188,16,21,36,85,30,2023-06-05,F,C3,71321.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,23,3,bronquitis/bronquiolitis aguda,182,48,52,34,38,10,2023-06-05,M,C5,66888.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,23,4,crisis asmática,81,3,16,27,27,8,2023-06-05,M,C3,84333.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,23,5,insuficiencia respiratoria aguda,226,5,9,19,81,112,2023-06-05,M,C5,94319.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,24,1,influenza y neumonia,214,18,27,24,91,54,2023-12-06,F,C5,140499.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,24,2,infeccion respiratoria aguda alta,57,4,8,8,28,9,2023-06-12,M,C3,130521.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,24,3,bronquitis/bronquiolitis aguda,299,89,80,45,72,13,2023-12-06,M,C4,96716.0
